,name,price,location,size,floor,terrace,age
19805,ルフォン南大塚ザ・レジデンス,5980,東京都豊島区南大塚３,53.69,2LDK,14.45,2014年2月
19806,高田馬場パーク・ホームズ,5980,東京都新宿区高田馬場４,68.66,3LDK,11.14,1994年2月
19807,レジデントプレイス西葛西,5980,東京都江戸川区西葛西２,73.75,3LDK,12.4,2015年7月
19808,東京テラスＡＥ棟,5980,東京都世田谷区千歳台６,89.83,3LDK+S（納戸）,18.6,2006年3月
19809,原宿ニュースカイハイツアネックス,5980,東京都渋谷区千駄ヶ谷３,42.8,1K,2.96,1973年1月
19810,ピアース三宿,5980,東京都世田谷区池尻２,55.61,1LDK+S（納戸）,6.86,2005年11月
19811,ライオンズヒルズ上池台,5980,東京都大田区上池台５,82.21,2LDK+S（納戸）,14,2004年10月
19812,ジオ四谷三栄町,5980,東京都新宿区四谷三栄町１１－１５,43.89,1LDK,15.84,2017年7月
19813,尾山台ハウス,5980,東京都世田谷区尾山台２,80.48,3LDK,10.45,2001年5月
19814,目黒小山マンション,5980,東京都品川区小山１,80.54,2LDK+S（納戸）,-,1970年12月
19815,パルテメゾン世田谷桜丘,5980,東京都世田谷区桜丘５,70.08,3LDK,14.52,2001年9月
19816,パークリュクス目黒,5980,東京都目黒区下目黒３,55.74,2LDK,11,2011年10月
19817,パークホームズ目黒ザレジデンス,5980,東京都目黒区下目黒２,49.63,1LDK,5.75,2012年2月
19818,千歳烏山コモド,5980,東京都世田谷区北烏山６,119.2,3LDK,14,2007年8月
19819,原宿ニュースカイハイツアネックス,5980,東京都渋谷区千駄ヶ谷３,42.8,1K,2.96,1973年1月
19820,サンビューハイツ神宮,5980,東京都渋谷区千駄ヶ谷２,62.87,2LDK,5.29,1981年3月
19821,グランドメゾン江古田の杜,5980,東京都中野区江古田３-１４－１３,71.84,3LDK,12.66,2018年2月
19822,◆◆即日見学可！！コンシェリア西新宿タワーズウエスト…,5980,東京都新宿区西新宿６,55.16,1LDK,8,2008年1月
19823,ファミール南青山ブランカ,5980,東京都港区南青山７-6-2,57.33,2LDK,3.71,2003年3月
19824,ミオカステーロ清澄白河,5980,東京都江東区白河３,71.02,2LDK+S（納戸）,11.18,2003年11月
19825,プラウド西葛西,5980,東京都江戸川区西葛西４,70.56,3LDK,11.1,2019年1月
19826,アトラスタワー町田,5980,東京都町田市原町田３,75.9,3LDK,11.07,2016年1月
19827,アルム幡ヶ谷,5980,東京都渋谷区幡ヶ谷２,67.59,3LDK,8.64,1982年9月
19828,シティタワー国分寺ザ・ツイン　ウエスト,5980,東京都国分寺市本町３,63.13,2LDK,12.54,2018年3月
19829,プラウド弦巻アベニュー,5980,東京都世田谷区弦巻３,68.01,2LDK,-,2006年1月
19830,マンション都立大,5980,東京都目黒区中根２,84.57,3LDK,-,1974年1月
19831,マージュ市谷柳町,5980,東京都新宿区市谷柳町,59.34,2LDK,3.72,1992年8月
19832,サンビューハイツ神宮,5980,東京都渋谷区千駄ヶ谷２-37-7,62.87,2DK,5.29,1981年3月
19833,ピアース三宿,5980,東京都世田谷区池尻２,55.61,1LDK,6.86,2005年11月
19834,ガーデングラス御茶ノ水,5980,東京都文京区湯島２,45.21,1LDK,9.27,2017年3月
19835,グランドメゾン東日本橋,5980,東京都中央区東日本橋３,73.81,1LDK+S（納戸）,8.84,2000年1月
19836,シテヌーブ北千住30,5980,東京都足立区千住曙町,105.36,2LDK,18.75,1990年11月
19837,クレストタワー品川シーサイド,5980,東京都品川区東大井１-11-25,68.04,2LDK,12.1,2008年4月
19838,目黒小山マンション,5980,東京都品川区小山１,80.54,2LDK+S（納戸）,-,1970年6月
19839,藤和シティホームズ本郷,5980,東京都文京区本郷３,58.8,1LDK+S（納戸）,6.72,1995年10月
19840,ミオカステーロ清澄白河,5980,東京都江東区白河３,71.02,2LDK,11.18,2003年10月
19841,レックス西早稲田,5980,東京都新宿区西早稲田２,65.43,2LDK,8.49,1999年11月
19842,ルフォンリブレ世田谷松原,5980,東京都世田谷区松原１,53.18,2LDK,8.68,2013年1月
19843,目黒小山マンション,5980,東京都品川区小山１,80.54,2LDK+S（納戸）,8,1970年12月
19844,インペリアル広尾,5980,東京都港区南麻布４,59,3LDK,6.35,1979年9月
19845,レジェンド西早稲田フォレストタワー,5980,東京都新宿区西早稲田３-30-18,55.7,2LDK,9.75,1999年2月
19846,クレストタワー品川シーサイド,5980,東京都品川区東大井１-11-25,68.04,2LDK,12.1,2008年4月
19847,コートアコート深沢,5980,東京都世田谷区深沢８,104.32,3LDK,22.59,1982年8月
19848,ピアース三宿,5980,東京都世田谷区池尻２,55.61,1LDK+S（納戸）,6.86,2005年11月
19849,バンデルーチェ北斎通り,5980,東京都墨田区亀沢３,60.15,2LDK,5.7,2017年6月
19850,代々木ヒルズ,5980,東京都渋谷区初台２,62.76,2LDK,8.22,1996年11月
19851,東京ベイシティタワー,5980,東京都港区芝浦４,57.09,2LDK,3.63,2014年7月
19852,シティテラス平井,5980,東京都江戸川区平井４,77.33,4LDK,16.09,2016年1月
19853,ライオンズヒルズ上池台,5980,東京都大田区上池台５,82.21,3LDK,14,2004年10月
19854,リビオレゾン駒込六義園イースト,5980,東京都豊島区駒込１-37-3,54.85,2LDK,7.56,2013年8月
19855,ルクシェール新宿中落合,5980,東京都新宿区中落合３,65.46,2LDK,10.99,2014年11月
19856,プレシス駒場東大前,5980,東京都目黒区大橋２,54.98,1LDK,5.3,2014年9月
19857,ライオンズマンション馬込マークヒルズ,5980,東京都大田区中馬込１,71.56,3LDK,12.6,2005年2月
19858,ピアース三宿,5980,東京都世田谷区池尻２,55.61,1LDK+S（納戸）,6.86,2005年11月
19859,プラハ日本橋人形町サウススクエア,5980,東京都中央区日本橋蛎殻町１,50.51,2LDK,5,2002年10月
19860,サンビューハイツ神宮,5980,東京都渋谷区千駄ヶ谷２,62.87,2LDK,5.29,1981年3月
19861,パークタワー東中野,5980,東京都中野区東中野５,51.73,2LDK,12.61,2007年1月
19862,コンシェリア西新宿タワーズ　ウエスト,5980,東京都新宿区西新宿６,55.16,1LDK,-,2008年1月
19863,コンシェリア西新宿TOWER’S　WEST,5980,東京都新宿区西新宿６,55.16,1LDK,-,2008年1月
19864,アルム幡ヶ谷,5980,東京都渋谷区幡ヶ谷２,67.59,3LDK,8.64,1982年9月
19865,南青山高樹町ハイツ,5980,東京都港区南青山７,67.22,2LDK,4.05,1976年8月
19866,クレストタワー品川シーサイド,5980,東京都品川区東大井１,68.04,2LDK,12.1,2008年4月
19867,三田ナショナルコート,5990,東京都港区芝浦４-4-27,80.4,3LDK,9.38,1982年1月
19868,BEACON　Tower　Residence,5990,東京都江東区東雲１-9-43,85.78,2LDK,12.52,2009年1月
19869,三田ナショナルコート,5990,東京都港区芝浦４,80.4,3LDK,9.38,1982年1月
19870,三田ナショナルコート,5990,東京都港区芝浦４-4-27,80.4,3LDK,9.38,1982年1月
19871,三田ナショナルコート,5990,東京都港区芝浦４,80.4,3LDK,9.38,1982年1月
19872,三田ナショナルコート,5990,東京都港区芝浦４,80.4,3LDK,9.38,1982年1月
19873,藤和シティホームズ高円寺,5990,東京都杉並区高円寺南４,68.11,3LDK,10.03,1996年7月
19874,ザ・パークハウス北赤羽,5990,東京都北区浮間１,85.18,3LDK,32.86,2016年1月
19875,【本日ご見学可能です♪】シティプラザ恵比寿,5990,東京都渋谷区恵比寿１,45.42,1LDK,4.6,1995年10月
19876,パークタワー東雲,5990,東京都江東区東雲１,70.06,3LDK,13.79,2014年1月
19877,三田ナショナルコート,5990,東京都港区芝浦４,80.4,3LDK,9.38,1982年1月
19878,東京アルバタワー,5990,東京都荒川区荒川１,101.09,3LDK,24.59,2002年1月
19879,三田ナショナルコート,5990,東京都港区芝浦４,80.4,3LDK,9.38,1982年3月
19880,ザ・ガーデンズ西葛西,5990,東京都江戸川区西葛西２,77.78,2LDK,12.39,2016年1月
19881,プラウド国分寺,5990,東京都国分寺市南町１,77.02,3LDK,-,2016年8月
19882,パークリュクス銀座mono,5990,東京都中央区銀座８-18番7号,43.4,1LDK,4.62,2016年4月
19883,ザ・パークハウス晴海タワーズ　ティアロレジデンス,5990,東京都中央区晴海２,65.54,2LDK,9.87,2016年3月
19884,パークホームズ浅草寿,5990,東京都台東区寿２,65.6,3LDK,10.2,2017年3月
19885,藤和世田谷岡本ホームズ,5990,東京都世田谷区岡本３,88.44,3LDK,-,1997年5月
19886,チュリス明大前,5990,東京都世田谷区松原２,53.04,2LDK,7.2,1997年10月
19887,三田ナショナルコート,5990,東京都港区芝浦４,80.4,3LDK,9.38,1982年1月
19888,プレシス文京春日,5990,東京都文京区春日２,56.1,1LDK+S（納戸）,8.64,2013年11月
19889,三田ナショナルコート,5990,東京都港区芝浦４,80.4,3LDK,9.38,1982年1月
19890,デライトシティ ブレスコート,5990,東京都武蔵野市境５,88.17,4LDK,62.12,2004年6月
19891,藤和世田谷岡本ホームズ,5990,東京都世田谷区岡本３,88.44,3LDK,-,1997年5月
19892,アイルイムーブル日本橋,5990,東京都中央区日本橋小網町,43.28,1LDK,13.59,2015年4月
19893,パークホームズ千歳烏山ヴィステージ,5990,東京都世田谷区南烏山６,73.88,3LDK,-,2009年7月
19894,シティプラザ恵比寿,5990,東京都渋谷区恵比寿１,45.42,1LDK,4.6,1995年10月
19895,白金グランドハイツ,5990,東京都港区白金４,54,2LDK,7.02,1983年3月
19896,ライオンズ練馬平和台マスタープレイス,5990,東京都練馬区錦２,84.12,4LDK,25.5,2014年6月
19897,リーフィアレジデンス中野坂上,5990,東京都中野区本町３,64.61,2LDK,22.11,2011年10月
19898,コスモポリス品川,5990,東京都港区港南３,55.35,1LDK,9.4,2005年2月
19899,東新宿レジデンシャルタワー,5990,東京都新宿区歌舞伎町２,61.29,2LDK,4.8,2001年2月
19900,ライオンズマンション門前仲町古石場パークサイド,5990,東京都江東区古石場１,67.16,2LDK+S（納戸）,10.12,1999年2月
19901,ザ・ガーデンズ西葛西,5990,東京都江戸川区西葛西２,77.78,2LDK,12.39,2016年1月
19902,藤和世田谷岡本ホームズ,5990,東京都世田谷区岡本３,88.44,3LDK,-,1997年5月
19903,ドルミ代々木,5990,東京都渋谷区代々木１,67,1LDK,8.25,1978年5月
19904,デューク・スカーラ成城,5990,東京都世田谷区成城９,88.33,3LDK,8.28,2003年9月
19905,東京アルバタワー,5990,東京都荒川区荒川１,101.09,3LDK,24.59,2002年1月
19906,ルジェンテ碑文谷,5990,東京都目黒区碑文谷１,64.02,2LDK+S（納戸）,5.4,2015年12月
19907,プラウド国分寺,5990,東京都国分寺市南町１,77.02,3LDK,-,2016年8月
19908,三田ナショナルコート,5990,東京都港区芝浦４,80.4,3LDK,9.38,1982年1月
19909,晴海アイランドトリトンスクエアビュータワー,5990,東京都中央区晴海１-6-1,69.86,2LDK+S（納戸）,11.38,1998年2月
19910,三田ナショナルコート,5990,東京都港区芝浦４,80.4,3LDK,9.38,1982年1月
19911,藤和世田谷岡本ホームズ,5990,東京都世田谷区岡本３,88.44,3LDK,-,1997年5月
19912,西荻窪デュープレックス,5998,東京都杉並区西荻北２,64.91,1LDK+S（納戸）,5.81,2000年7月
19913,プラウド仙川緑ケ丘,5998,東京都調布市緑ケ丘２,73.04,3LDK,12.5,2018年10月
19914,ライオンズマンション鉄砲洲第２,5999,東京都中央区湊１-14-19,87.75,3LDK,10.08,1985年3月
19915,東洋代々木上原コーポ,5999,東京都渋谷区上原２,66.97,2LDK,4.63,1977年9月
19916,コスモ武蔵野リージェント,5999,東京都武蔵野市関前３,121.81,4LDK,25.96,1989年4月
19917,コスモ武蔵野リージェント　オンライン見学可,5999,東京都武蔵野市関前３,121.81,4LDK,25.96,1989年4月
19918,東山スカイマンション,5999,東京都目黒区東山１,71.98,2LDK,-,1973年6月
19919,【角部屋！】南東向き◆陽当り良好◆デザイナーズ物件◆…,5999,東京都渋谷区上原２,66.97,2LDK+S（納戸）,4.63,1977年9月
19920,東洋代々木上原コーポ,5999,東京都渋谷区上原２,66.97,2LDK+S（納戸）,4.63,1977年9月
19921,コスモ武蔵野リージェント,5999,東京都武蔵野市関前３,121.81,4LDK,25.96,1989年4月
19922,ライオンズマンション鉄砲洲第2,5999,東京都中央区湊１,87.75,3LDK,10.08,1985年3月
19923,コスモ武蔵野リージェント,5999,東京都武蔵野市関前３,121.81,4LDK,25.96,1989年4月
19924,東洋代々木上原コーポ,5999,東京都渋谷区上原２,66.97,2LDK+S（納戸）,4.63,1977年9月
19925,コスモ武蔵野リージェント,5999,東京都武蔵野市関前３,121.81,4LDK,25.96,1989年4月
19926,センチュリー吉祥寺本町2,5999,東京都武蔵野市吉祥寺本町３,61.56,3LDK,8.14,2002年7月
19927,コスモ武蔵野リージェント,5999,東京都武蔵野市関前３,121.81,4LDK,25.96,1989年4月
19928,グランスイート浅草ウエスト,5999,東京都台東区西浅草１,53.45,2LDK,13.84,2011年9月
19929,コスモ武蔵野リージェント,5999,東京都武蔵野市関前３,121.81,4LDK,25.96,1989年4月
19930,コスモ武蔵野リージェント,5999,東京都武蔵野市関前３,121.81,4LDK,25.96,1989年4月
19931,センチュリー吉祥寺本町,5999,東京都武蔵野市吉祥寺本町３,61.56,3LDK,8.14,2002年7月
19932,ソルフィエスタ浅草,5999,東京都台東区浅草４,66.54,3LDK,11.09,2010年9月
19933,コスモ武蔵野リージェント,5999,東京都武蔵野市関前３,121.81,4LDK,25.96,1989年4月
19934,コスモ武蔵野リージェント,5999,東京都武蔵野市関前３,121.81,4LDK,25.96,1989年4月
19935,コスモ武蔵野リージェント,5999,東京都武蔵野市関前３,121.81,4LDK,25.96,1989年4月
19936,東洋代々木上原コーポ,5999,東京都渋谷区上原２-48-12,66.97,2LDK+S（納戸）,4.63,1977年9月
19937,秀和洗足レジデンス,6000,東京都目黒区洗足２,105.48,4LDK,-,1969年11月
19938,シティハウス月島駅前キャピタルコート,6000,東京都中央区佃３,62.81,3LDK,9.56,2011年4月
19939,アルシオン芝浦,6000,東京都港区芝浦４,68.45,2LDK,15.09,2000年2月
19940,グランド・ガーラ代田橋,6000,東京都世田谷区大原２-27-28,62.52,2LDK,9.42,2005年1月
19941,アルシオン芝浦,6000,東京都港区芝浦４,68.45,2LDK+S（納戸）,15.09,2000年2月
19942,秀和洗足レジデンス,6000,東京都目黒区洗足２,105.48,4LDK,-,1969年11月
19943,秀和洗足レジデンス,6000,東京都目黒区洗足２,105.48,4LDK,24,1969年11月
19944,プラウド石神井公園,6000,東京都練馬区石神井町８,86.48,4LDK+S（納戸）,12.6,2006年2月
19945,サンクタス代々木ヒルズ,6000,東京都渋谷区代々木５,58.4,1LDK,9.53,1998年1月
19946,コンパートメント東京中央,6000,東京都中央区八丁堀３,60.96,1LDK,6.98,2002年3月
19947,サンクタス代々木ヒルズ,6000,東京都渋谷区代々木５-21-12,58.47,1LDK,9.53,1998年1月
19948,アルシオン芝浦,6000,東京都港区芝浦４,68.45,2LDK,15.09,2000年2月
19949,ラ・クール代々木上原,6000,東京都渋谷区上原３,57.7,2LDK,2,1982年3月
19950,アルシオン芝浦,6000,東京都港区芝浦４,68.45,2LDK,15.09,2000年2月
19951,グランドガーラ代田橋,6000,東京都世田谷区大原２,62.52,2LDK,14.97,2005年1月
19952,アルシオン芝浦,6000,東京都港区芝浦４,68.45,2LDK,15.09,2000年2月
19953,シティタワー四谷,6080,東京都新宿区舟町,48.34,1LDK,8.77,2004年2月
19954,日神パレステージ西麻布,6080,東京都港区西麻布４,52.72,1LDK,2.4,1996年3月
19955,オークプレイス月島,6080,東京都中央区月島３,66.91,3LDK+S（納戸）,5.94,2014年2月
19956,新宿余丁町パーク・ホームズ,6080,東京都新宿区余丁町,60.92,2LDK,-,1998年7月
19957,ヴェーゼント久が原,6080,東京都大田区久が原５-29-11,93.3,4LDK,7,2009年3月
19958,深大寺レジデンス,6080,東京都調布市深大寺南町３-１７－１,95.44,4LDK,22.54,2008年2月
19959,パークハウス成城,6080,東京都世田谷区成城８,76.1,3LDK,15.05,2009年11月
19960,ワールドシティタワーズ　アクアタワー,6080,東京都港区港南４,48.67,1LDK,10.08,2005年10月
19961,バンデルーチェ北斎通り,6080,東京都墨田区亀沢３,60.15,2LDK,5.7,2017年6月
19962,バンデルーチェ北斎通り,6080,東京都墨田区亀沢３,60.15,2LDK,5.7,2017年6月
19963,バンデルーチェ北斎通り,6080,東京都墨田区亀沢３,60.15,2LDK,5.7,2017年6月
19964,ザ・パークハウス船堀,6080,東京都江戸川区船堀３,68.03,3LDK,9.5,2016年9月
19965,フェイムフロンテージ高田馬場,6080,東京都新宿区西早稲田３,71.86,1LDK+S（納戸）,7.18,2001年5月
19966,根津南シティタワー,6080,東京都台東区池之端２,75.09,3LDK,11.34,2000年10月
19967,弦巻パーク・ホームズ,6080,東京都世田谷区弦巻１,71.7,3LDK,13.48,2001年3月
19968,レクシオシティ高円寺,6080,東京都中野区大和町１,75.3,2LDK,33.1,2004年1月
19969,ブランズ東雲,6080,東京都江東区東雲１,88.2,4LDK,13.2,2012年2月
19970,バンデルーチェ北斎通り,6080,東京都墨田区亀沢３,60.15,2LDK,5.7,2017年6月
19971,パークハイム駒沢大学,6080,東京都世田谷区上馬３,77.7,3LDK,8.48,1984年12月
19972,レクシオシティ高円寺,6080,東京都中野区大和町１,75.3,2LDK,33.1,2004年1月
19973,ガーデン国立　９号棟,6080,東京都国立市中３,93.91,4LDK,9.99,1978年4月
19974,ザ・パークハウス弦巻,6080,東京都世田谷区弦巻３,65.8,3LDK,8.37,2012年2月
19975,オープンレジデンス目白,6090,東京都豊島区目白４,72.08,2LDK,2.8,2012年8月
19976,コスモフォーラム武蔵小金井,6100,東京都小金井市本町６,84.9,2LDK+S（納戸）,10.2,2002年11月
19977,ビーコンタワーレジデンス,6100,東京都江東区東雲１,81.72,3LDK,15.3,2009年1月
19978,ブリリアタワーズ目黒ノースレジデンス,6100,東京都品川区上大崎３-1-2,30.99,ワンルーム,4.28,2017年9月
19979,ディアコート東松原,6100,東京都世田谷区代田４,55.1,2LDK,5.28,1995年4月
19980,ブリリアタワーズ目黒ノースレジデンス,6100,東京都品川区上大崎３,30.99,ワンルーム,4.28,2017年9月
19981,芝浦アイランドケープタワー,6100,東京都港区芝浦４,57.71,1LDK,11.85,2006年10月
19982,品川イーストシティタワー,6100,東京都品川区東品川５,56.82,2LDK,11.34,2018年7月
19983,ブリリアタワーズ目黒　ノースレジデンス,6100,東京都品川区上大崎３,30.99,ワンルーム,4.28,2017年9月
19984,品川イーストシティタワー,6100,東京都品川区東品川５,56.82,2LDK,11.34,2018年7月
19985,シティタワー池袋ウエストゲート,6100,東京都豊島区高松１,56.09,2LDK,6.27,2010年2月
19986,品川イーストシティタワー,6100,東京都品川区東品川５-9-2,56.82,2LDK,11.34,2018年7月
19987,品川イーストシティタワー,6100,東京都品川区東品川５,56.82,2LDK,11.34,2018年7月
19988,ブリリアマーレ有明,6100,東京都江東区有明１,66.11,2LDK,4.43,2008年12月
19989,品川イーストタワー,6100,東京都品川区東品川５,56.82,2LDK,11.34,2018年7月
19990,ネオアージュ祐天寺,6120,東京都目黒区中央町２,63.25,2LDK,7.92,1989年9月
19991,プラウドタワー石神井公園,6130,東京都練馬区石神井町３,63.91,2LDK,10.58,2012年2月
19992,パークハウス砧レジデンス,6130,東京都世田谷区砧３-27-12,79.81,3LDK,-,2010年3月
19993,ザ・ミレニアムフォート府中御殿坂,6130,東京都府中市本町１,81.53,2LDK,25.79,2013年1月
19994,グレーシアタワー三鷹,6139,東京都三鷹市下連雀３,42.68,1LDK,4.26,2019年1月
19995,グレーシアタワー三鷹,6139,東京都三鷹市下連雀３,42.68,1LDK,4.26,2019年1月
19996,パークタワー東雲,6150,東京都江東区東雲１,75.65,3LDK,27.65,2014年1月
19997,原宿インペリアルハイツ,6150,東京都渋谷区神宮前２-30-10,69.18,2LDK,5.97,1968年10月
19998,大崎ウエストシティタワーズ,6150,東京都品川区大崎２,46.39,1LDK,4.48,2009年10月
19999,ラグナタワー,6150,東京都品川区東品川３,77.97,3LDK,8.03,2005年2月
20000,ザ・ガーデンズ西葛西,6150,東京都江戸川区西葛西２,71.03,3LDK,11,2016年1月
20001,自由が丘アーバンライフ,6150,東京都目黒区緑が丘２,68.04,3LDK,9.45,1973年2月
20002,シティインデックス千代田秋葉原,6150,東京都千代田区神田佐久間町３,47.85,1LDK,3.96,2017年7月
20003,シティインデックス千代田秋葉原,6150,東京都千代田区神田佐久間町３,47.85,1LDK,3.96,2017年7月
20004,シティインデックス千代田秋葉原,6150,東京都千代田区神田佐久間町３,47.85,1LDK,3.96,2017年7月
20005,パークシティ武蔵小山ザタワー,6170,東京都品川区小山３,37.69,1LDK,8.95,2019年9月
20006,ヴィルヌーブ千駄木,6178,東京都文京区千駄木４,83.78,2LDK,5.99,1992年2月
20007,銀座永谷タウンプラザ,6180,東京都中央区銀座７-17-5,58.08,3DK,-,1978年10月
20008,中野南台パークホームズ,6180,東京都中野区南台３,67.91,2LDK,20.14,2002年3月
20009,【本日ご見学可能です♪】ブロードウェイ,6180,東京都中野区中野５,86.11,3LDK,-,1966年8月
20010,パークリュクス銀座mono,6180,東京都中央区銀座８,43.4,1LDK,4.62,2016年2月
20011,クラルテ武蔵小山,6180,東京都品川区小山４-1-1,58.63,1LDK,5.11,2002年9月
20012,ライオンズタワー目黒川,6180,東京都品川区西五反田３,55.72,2LDK,9.47,2013年7月
20013,グランドメゾン江古田の杜,6180,東京都中野区江古田３,71.31,3LDK,21.47,2018年2月
20014,パークハウス世田谷松原,6180,東京都世田谷区松原６,78.55,2LDK,-,2007年7月
20015,ピアースコード中目黒,6180,東京都目黒区目黒２,57.84,2LDK,11.25,2007年2月
20016,アールブラン玉川岡本レジデンス,6180,東京都世田谷区岡本２,78.91,2LDK+S（納戸）,10.85,2014年2月
20017,コスモ東京ベイタワー,6180,東京都中央区勝どき５,64.39,2LDK,6.6,2000年10月
20018,ライオンズヒルズ上池台,6180,東京都大田区上池台５,82.21,3LDK,14,2004年10月
20019,東急ドエルアルス弦巻,6180,東京都世田谷区弦巻４,97.37,4LDK,12.9,1979年8月
20020,パークハウス中野アーバンス,6180,東京都中野区新井１,55.09,2LDK,5.64,2009年12月
20021,クレストレジデンス東中野,6180,東京都新宿区北新宿３,65.17,3LDK,9.8,2008年7月
20022,ブロードウェイ,6180,東京都中野区中野５,86.11,2LDK,-,1966年8月
20023,グランスイート浅草ウエスト,6180,東京都台東区西浅草１-１－８,53.45,2LDK,13.84,2011年9月
20024,グランドメゾン江古田の杜,6180,東京都中野区江古田３,71.31,3LDK,42.2,2018年2月
20025,ＲＯＸＩ,6180,東京都世田谷区梅丘２,76.93,2LDK,2.81,2003年10月
20026,スカイフォレストレジデンス,6180,東京都新宿区大久保３,41.86,1LDK,12.64,2014年12月
20027,武蔵野レジデンシア,6180,東京都武蔵野市中町３,70.88,2LDK,5.91,2004年9月
20028,ブロードウェイ　オンライン見学可,6180,東京都中野区中野５,86.11,2LDK,26.8,1966年8月
20029,プラネスーペリア三鷹下連雀,6180,東京都三鷹市下連雀２,70.21,2LDK,11.7,2011年9月
20030,シャリエ清澄白河,6180,東京都江東区扇橋１,68.32,3LDK,12.07,2014年8月
20031,プレサンスロジェ荻窪桃井,6180,東京都杉並区桃井２-19-8,78.57,3LDK+S（納戸）,11.66,2013年4月
20032,コスモ西大井,6180,東京都品川区西大井２,92.96,3LDK,4.62,1988年11月
20033,グランリビオ　マークスヒル,6180,東京都中野区本町６,67.44,2LDK,8.29,2003年10月
20034,スカイシティ南砂,6180,東京都江東区南砂５,106.25,3LDK,13.64,1988年2月
20035,木場レジデンス,6180,東京都江東区木場６,68.88,3LDK,5.17,2013年3月
20036,コスモ東京ベイタワー,6180,東京都中央区勝どき５,64.39,2LDK,6.6,2000年10月
20037,ライオンズ南大沢エスト,6180,東京都八王子市南大沢２-24,110.13,3LDK,-,2009年3月
20038,ブロードウェイ,6180,東京都中野区中野５,86.11,2LDK,-,1966年8月
20039,パークホームズセントラルシティ中央区湊,6180,東京都中央区湊３,66.42,2LDK,4.68,2005年2月
20040,パストラルハイム中野坂上,6180,東京都中野区中央１-1-6,61.49,2LDK,11,2001年6月
20041,ブロードウェイ,6180,東京都中野区中野５-52-15,86.11,2LDK,-,1966年8月
20042,ブロードウェイ,6180,東京都中野区中野５,86.11,2LDK,-,1966年8月
20043,キャナルファーストタワー　17階,6180,東京都江東区東雲１-9-42,97.25,2LDK,11.27,2008年1月
20044,中野南台パーク・ホームズ,6180,東京都中野区南台３,67.91,2LDK,20.14,2002年3月
20045,中野南台パークホームズ,6180,東京都中野区南台３-6-22,67.91,2LDK,20.14,2002年3月
20046,藤和八丁堀コープ３,6180,東京都中央区湊２,56.48,ワンルーム,7.87,1983年5月
20047,木場レジデンス,6180,東京都江東区木場６,71.7,3LDK,9,2013年3月
20048,ローレルコート西葛西,6180,東京都江戸川区中葛西６,75,3LDK,5.4,2016年8月
20049,コスモ・ザ・キャナル東京イースト,6180,東京都江東区枝川１-１－１０,75.05,3LDK,12,2000年8月
20050,目黒不動前マンション,6180,東京都品川区西五反田４,84.01,3LDK,4.91,1977年1月
20051,中野南台パーク・ホームズ,6180,東京都中野区南台３,67.91,2LDK,20.14,2002年3月
20052,アールブラン田園調布,6180,東京都大田区田園調布１-1-11,67.84,1LDK+S（納戸）,6.21,2014年8月
20053,ライオンズヒルズ上池台,6180,東京都大田区上池台５-17-21,82.21,3LDK,14,2004年10月
20054,ライオンズヒルズ上池台,6180,東京都大田区上池台５,82.21,3LDK,14,2004年10月
20055,パークシティ大崎　ザ　レジデンス,6180,東京都品川区北品川５,42.38,1LDK,9.42,2015年5月
20056,ザ・ウインベル練馬武蔵関,6180,東京都練馬区関町北１,84.28,4LDK,16.8,2000年2月
20057,ビックハート浅草,6180,東京都台東区浅草６,89.91,2LDK,16.1,1990年6月
20058,ライオンズヒルズ上池台,6180,東京都大田区上池台５,82.21,3LDK,14,2004年10月
20059,レグノ・セレーノ,6180,東京都新宿区北新宿３-２－１,59.88,1LDK,10.05,2008年4月
20060,銀座永谷タウンプラザ,6180,東京都中央区銀座７,59.08,3DK,38.66,1978年10月
20061,アエリア三軒茶屋,6180,東京都世田谷区若林１-2-2,51.25,2LDK,3.82,2000年1月
20062,目黒不動前マンション,6180,東京都品川区西五反田４,84.01,3LDK,4.91,1977年1月
20063,パークタワー東京イースト,6180,東京都葛飾区東新小岩１,88.51,3LDK+S（納戸）,31.82,2003年12月
20064,朝日クレス・パリオ北新宿,6180,東京都新宿区北新宿１,64.88,3LDK,8.66,1998年5月
20065,ブロードウェイ,6180,東京都中野区中野５,86.11,2LDK,26.8,1966年8月
20066,コスモ東京ベイタワー,6180,東京都中央区勝どき５,64.39,2LDK,6.6,2000年10月
20067,東京マスタープレイス,6180,東京都大田区大森本町１,86.67,4LDK,28.79,2002年6月
20068,ザ・ウインベル練馬武蔵関（3階部分・南向き）,6180,東京都練馬区関町北１,84.28,4LDK,16.8,2000年2月
20069,シティタワー国分寺ザ・ツイン　ウエスト,6180,東京都国分寺市本町３,56.99,2LDK,12.54,2018年3月
20070,アクス御殿山,6180,東京都品川区北品川５-5-27,55.8,2LDK,8.4,1996年11月
20071,ビューネ吉祥寺,6180,東京都武蔵野市吉祥寺東町２-6-5,94.02,2LDK+S（納戸）,-,1996年6月
20072,アルソレア馬事公苑,6180,東京都世田谷区桜２,83.4,2LDK+S（納戸）,-,2004年2月
20073,朝日クレス・パリオ北新宿,6180,東京都新宿区北新宿１,64.88,3LDK,8.66,1998年5月
20074,プレイスガーデン喜多見,6180,東京都狛江市岩戸北２,70.68,3LDK,11.07,2015年7月
