,name,price,location,size,floor,terrace,age
7786,グランツ国立弐番館,2750,東京都国分寺市光町１,62.28,3LDK,9.6,1998年8月
7787,エクセル府中紅葉丘,2760,東京都府中市紅葉丘２,81.83,3LDK,10.4,1991年9月
7788,クオス京王堀之内レジデンシャルステージ　サウスコート,2770,東京都八王子市松木,81.07,3LDK,12.88,2006年12月
7789,グランシャリオ府中弐番館,2770,東京都府中市片町２-１８－４６,57.05,2LDK,8.5,1997年3月
7790,ライオンズマンション上北沢第２,2770,東京都世田谷区上北沢５,51.09,2DK+S（納戸）,6.6,1984年5月
7791,リビオ多摩川,2770,東京都大田区矢口３,33.75,1LDK,4.59,2017年7月
7792,ノア道玄坂,2777,東京都渋谷区道玄坂２,23.76,ワンルーム,1.08,1979年4月
7793,ノア道玄坂,2777,東京都渋谷区道玄坂２,23.76,ワンルーム,1.08,1979年4月
7794,松見坂武蔵野マンション,2780,東京都目黒区青葉台４-6-17,39.53,2DK,4.88,1968年11月
7795,パラスト蒲田,2780,東京都大田区蒲田５-45-6,37.4,1LDK,8.16,1979年1月
7796,南大沢学園萌樹の丘,2780,東京都八王子市下柚木３,96.85,4LDK,17.91,1995年3月
7797,日本橋ダイヤモンドマンション,2780,東京都中央区日本橋本町１-6-3,32.78,ワンルーム,9.95,1979年11月
7798,パラスト蒲田,2780,東京都大田区蒲田５,37.4,1LDK,8.16,1979年1月
7799,マーシャンハイツ梅島,2780,東京都足立区梅田８,66,3LDK,8.37,1978年6月
7800,ライオンズマンション小石川第3,2780,東京都文京区小石川５-39-2,36.21,1LDK,4,1983年2月
7801,日本橋ダイヤモンドマンション,2780,東京都中央区日本橋本町１-6-3,32.78,ワンルーム,9.95,1979年11月
7802,コスモフォーラム三鷹,2780,東京都三鷹市下連雀３-41-14,48,2DK,5.17,1987年5月
7803,四谷フラワーマンション,2780,東京都新宿区四谷坂町10-11,45.2,1LDK,4.4,1970年10月
7804,ニューハイム池上,2780,東京都大田区久が原５,57.62,2LDK,9.12,1974年8月
7805,ライオンズマンション西新井大師第5,2780,東京都足立区扇３,62.47,3LDK,8.9,1999年7月
7806,パールマンション馬込,2780,東京都大田区北馬込１-16-7,52.06,2LDK,-,1974年3月
7807,ニューイースタンハイツ,2780,東京都新宿区新宿７-26-59,52.97,1LDK,4.2,1977年8月
7808,ライオンズマンション小石川第３,2780,東京都文京区小石川５-39-2,36.21,1LDK,4,1983年2月
7809,阿佐ヶ谷陵雲閣マンション,2780,東京都杉並区成田東５-42-10,46.35,2DK,4.5,1973年3月
7810,・ニューハイム池上,2780,東京都大田区久が原５,57.62,2LDK,9.12,1974年8月
7811,日本橋ダイヤモンドマンション,2780,東京都中央区日本橋本町１,32.78,ワンルーム,9.95,1979年11月
7812,パテラ八王子,2780,東京都八王子市万町,64.13,2LDK+S（納戸）,10.79,2013年2月
7813,セボンエレージュ,2780,東京都北区岩淵町,38.34,1LDK,5.76,2006年10月
7814,小名木川ハウス,2780,東京都江東区北砂３,67.01,3LDK,6.93,1974年6月
7815,モナーク東大島ファーストコート,2780,東京都江東区東砂３,54.12,2LDK,10.64,2008年3月
7816,ライオンズマンション小石川第３,2780,東京都文京区小石川５,36.21,1LDK,4,1983年2月
7817,エンゼルハイム多摩リバーサイド第二,2780,東京都大田区西六郷１,46.72,1LDK,3.6,1986年3月
7818,パラスト蒲田,2780,東京都大田区蒲田５,37.4,1LDK,8.16,1979年1月
7819,レクシオ聖蹟桜ヶ丘,2780,東京都多摩市連光寺１,64.44,3LDK,6.66,2005年6月
7820,パラスト蒲田,2780,東京都大田区蒲田５,37.4,1LDK,8.16,1979年1月
7821,グラン青砥カナーレ,2780,東京都葛飾区奥戸７,81.73,3LDK,13.4,1999年12月
7822,ライオンズマンション西新井高道公園,2780,東京都足立区西新井４-9-7,60.08,3LDK,9.15,1998年3月
7823,ホームタウン松木１７号棟,2780,東京都八王子市松木,98.94,4LDK,10.21,1985年7月
7824,パラスト蒲田,2780,東京都大田区蒲田５,37.4,1LDK,8.16,1979年1月
7825,グランシティ亀有,2780,東京都足立区佐野１-19-3,70.03,3LDK,16.2,2008年2月
7826,グランシティ亀有,2780,東京都足立区佐野１,70.03,3LDK,16.2,2008年2月
7827,ライオンズ竹ノ塚ブロッサムシティ,2780,東京都足立区西保木間２,67.62,3LDK,-,2016年4月
7828,ポレスター高尾,2780,東京都八王子市東浅川町５２４－１,75.26,3LDK,12.8,2010年9月
7829,ライオンズマンション小石川第3,2780,東京都文京区小石川５,36.21,1DK,4,1983年2月
7830,ドラゴンマンション光が丘公園壱番館,2780,東京都練馬区旭町１-40-12,62.52,3LDK,5.29,1998年9月
7831,阿佐ヶ谷陵雲閣マンション,2780,東京都杉並区成田東５,46.35,2DK,4.5,1973年3月
7832,コープ野村梅島,2780,東京都足立区梅田７,72.18,3LDK,8.22,1982年5月
7833,ライオンズマンション小石川第３,2780,東京都文京区小石川５-39-2,36.21,1LDK,4,1983年2月
7834,リレント早稲田,2780,東京都豊島区高田１,43.01,2DK,4.08,1977年4月
7835,レジデンシャルスター三ノ輪,2780,東京都荒川区東日暮里２,40.21,1LDK,4.03,2008年9月
7836,ライオンズマンション上篠崎,2780,東京都江戸川区上篠崎２,65.95,3LDK,8.37,1998年10月
7837,パールマンション馬込,2780,東京都大田区北馬込１,52.06,2LDK,26.19,1974年3月
7838,＜ポレスター高尾＞東浅川町,2780,東京都八王子市東浅川町,75.26,3LDK,12.8,2010年9月
7839,四谷フラワーマンション,2780,東京都新宿区四谷坂町,45.2,1LDK,4.4,1970年10月
7840,ライオンズマンション西新井高道公園,2780,東京都足立区西新井４,60.08,3LDK,9.15,1998年3月
7841,パテラ八王子,2780,東京都八王子市万町,64.13,2LDK+S（納戸）,10.79,2013年2月
7842,阿佐ヶ谷陵雲閣マンション,2780,東京都杉並区成田東５,46.35,2DK,4.5,1973年8月
7843,セザール上井草,2780,東京都練馬区下石神井５-13-1,53.58,3LDK,5.7,1996年2月
7844,向島ハイツ,2780,東京都墨田区向島４,75.21,3LDK,10,1971年9月
7845,＜ポレスター高尾＞東浅川町,2780,東京都八王子市東浅川町,75.26,3LDK,12.8,2010年9月
7846,ライオンズマンション西新井高道公園,2780,東京都足立区西新井４-9-7,60.08,3LDK,9.15,1998年3月
7847,立川パーク・ホームズ,2780,東京都立川市錦町３,58.32,2LDK,9.9,1996年11月
7848,パラスト蒲田,2780,東京都大田区蒲田５,37.4,1LDK,8.16,1979年1月
7849,グレイス大島,2780,東京都江東区大島７,66.15,3LDK,9.45,1980年9月
7850,コスモ武蔵小金井＠２F,2780,東京都小金井市貫井南町２-15-15,66.31,3LDK,4.92,1986年4月
7851,ライフネスト楓,2780,東京都府中市南町１,73.73,3LDK,6.34,1991年12月
7852,ロイヤルパレス原宿,2780,東京都渋谷区神南１-5-4,25.48,ワンルーム,3.02,1985年2月
7853,日本橋ダイヤモンドマンション,2780,東京都中央区日本橋本町１,32.78,ワンルーム,9.95,1979年11月
7854,シルキーハイム調布南,2780,東京都調布市多摩川５,59.34,2LDK,8.98,1994年11月
7855,インペリアル東久留米B棟,2780,東京都東久留米市八幡町１,75.88,3LDK,14.15,1989年1月
7856,ライオンズ竹ノ塚ブロッサムシティ,2780,東京都足立区西保木間２,67.62,3LDK,10.62,2016年4月
7857,南篠崎スカイハイツ,2780,東京都江戸川区南篠崎町５,61.9,3LDK,7.6,1980年7月
7858,トーア千住マンション,2780,東京都足立区千住関屋町8-7,54.88,2LDK,7.64,1981年5月
7859,ダイアパレス府中2,2780,東京都府中市美好町３,62.65,3LDK,7.2,1995年9月
7860,ライオンズ竹ノ塚ブロッサムシティ,2780,東京都足立区西保木間２,67.62,3LDK,-,2016年4月
7861,中村グリーンマンション　２号棟,2780,東京都練馬区中村１,59.77,2DK,6.71,1977年3月
7862,葛西住宅　新規リノベーション完了,2780,東京都江戸川区中葛西５,59.8,2LDK+S（納戸）,9.29,1975年1月
7863,レフィーズ一橋学園,2780,東京都小平市学園西町２,71.1,3LDK,9.54,2005年3月
7864,ライフネスト楓＠１F,2780,東京都府中市南町１-37-4,73.73,3LDK,6.34,1991年12月
7865,荻窪ハイツ,2780,東京都杉並区天沼３-9-10,43.22,1LDK,-,1971年3月
7866,ライオンズマンション小石川第3,2780,東京都文京区小石川５,36.21,1LDK,4,1983年2月
7867,ツインシティ東砂アネックス,2780,東京都江東区東砂８,75.47,2LDK+S（納戸）,9.8,1987年11月
7868,コスモフォーラム三鷹,2780,東京都三鷹市下連雀３,48,2DK,5.17,1987年3月
7869,■　新価格　■　パークハイム駒形　最上階　■,2780,東京都墨田区東駒形１,37.11,1LDK,5.5,1991年2月
7870,コスモフォーラム三鷹,2780,東京都三鷹市下連雀３,48,2DK,5.17,1987年5月
7871,中銀木場マンシオン,2780,東京都江東区木場３,56,2LDK+S（納戸）,5.24,1981年9月
7872,藤和西大島コープ,2780,東京都江東区大島４,57.52,3DK,3.06,1982年11月
7873,ニューイースタンハイツ,2780,東京都新宿区新宿７,52.97,1LDK,4.2,1977年8月
7874,東急ドエルアルス音羽,2780,東京都文京区音羽１,28.17,ワンルーム,3.92,1985年9月
7875,ハイラーク大島,2780,東京都江東区東砂１,60.28,3LDK,7.28,1982年12月
7876,パラスト蒲田,2780,東京都大田区蒲田５-45-6,37.4,1LDK,8.16,1979年1月
7877,ホームタウン鶴牧６,2780,東京都多摩市鶴牧６-１－３,107.61,4LDK,24.31,1990年3月
7878,コスモ堀切菖蒲園,2780,東京都葛飾区堀切４,65.76,3LDK,11.52,1988年10月
7879,なぎさニュータウン６号棟,2780,東京都江戸川区南葛西７,70.47,3LDK,9.75,1977年2月
7880,ベルジュール国立西,2780,東京都国立市西１,58.32,3LDK,6.1,2003年2月
7881,ドラゴンマンション光が丘公園壱番館,2780,東京都練馬区旭町１,62.52,3LDK,5.29,1998年9月
7882,グランシティ亀有,2780,東京都足立区佐野１,70.03,3LDK,16.2,2008年2月
7883,モナーク立川高松町,2780,東京都立川市高松町１,55,2DK,7.7,1995年2月
7884,コスモフォーラム多摩,2780,東京都多摩市豊ヶ丘３,136.65,3LDK,-,1989年3月
7886,ライオンズ竹ノ塚ブロッサムシティ,2780,東京都足立区西保木間２,67.62,3LDK,10.62,2016年4月
7887,インペリアル東久留米Ｂ棟,2780,東京都東久留米市八幡町１,75.88,3LDK,14.15,1989年1月
7888,セザール東久留米駅前,2780,東京都東久留米市新川町１,57.8,3LDK,9.89,1999年12月
7889,ホームタウン松木,2780,東京都八王子市松木,98.94,4LDK,10.21,1985年7月
7890,マンションヴィップ目黒,2780,東京都目黒区下目黒４,45.66,2LDK,3,1974年4月
7891,ジェイパーク北千住モナクレイス,2780,東京都足立区千住曙町,83,2LDK+S（納戸）,9.23,2000年12月
7892,フローラ小松川,2780,東京都江戸川区東小松川４,54.76,2LDK,16.95,1974年6月
7893,南大沢学園萌樹の丘 2号棟,2780,東京都八王子市下柚木３,96.85,4LDK,17.91,1995年3月
7894,北千束アイレ,2780,東京都大田区北千束２-17-5,50.9,1LDK,-,1970年5月
7895,コスモフォーラム三鷹,2780,東京都三鷹市下連雀３,48,2DK,5.17,1987年5月
7896,プレセダンヒルズ南大沢,2780,東京都八王子市鑓水２-86,104.94,4LDK,17.37,2004年2月
7897,ビラカーサ豊玉,2780,東京都練馬区豊玉北２,81.66,2LDK,4.32,1992年9月
7898,ローズハイツ平井,2780,東京都江戸川区平井７-17-11,61.11,2LDK,16.14,1980年8月
7899,ライフネスト楓,2780,東京都府中市南町１,73.73,3LDK,6.34,1991年12月
7900,ニューイースタンハイツ,2780,東京都新宿区新宿７,52.97,1LDK,4.2,1977年8月
7901,ニューロシティＥ棟,2780,東京都日野市大字日野,89.46,3LDK,14.4,2003年8月
7902,向島ハイツ,2780,東京都墨田区向島４,75.21,3LDK,10,1971年9月
7903,ヴェルディールみなみ野東,2780,東京都八王子市みなみ野１,117.99,4LDK,22.83,1997年3月
7904,日本橋ダイヤモンドマンション,2780,東京都中央区日本橋本町１-6-3,32.78,ワンルーム,9.95,1979年11月
7905,日本橋ダイヤモンドマンション,2780,東京都中央区日本橋本町１,32.78,ワンルーム,9.95,1979年11月
7906,松見坂武蔵野マンション,2780,東京都目黒区青葉台４-６－１７,39.53,2DK,4.88,1968年11月
7907,パテラ八王子,2780,東京都八王子市万町,64.13,3LDK,10.79,2013年2月
7908,＜パテラ八王子＞万町,2780,東京都八王子市万町,64.13,2LDK+S（納戸）,10.79,2013年2月
7909,リレント早稲田,2780,東京都豊島区高田１-10-4,43.01,2DK,4.08,1977年4月
7910,東建ニューハイツ西新井,2780,東京都足立区島根４,66.63,2LDK+S（納戸）,8.18,1991年11月
7911,ダイアパレス一之江リバーウィンズ,2780,東京都江戸川区江戸川４,62.56,3LDK,16.69,1999年6月
7912,ライオンズマンション西新井高道公園,2780,東京都足立区西新井４,60.08,3LDK,9.15,1998年3月
7913,さくらマンション小松川,2780,東京都江戸川区小松川２,64.19,3DK,16.27,1997年3月
7914,ライフネスト楓,2780,東京都府中市南町１,73.73,3LDK,6.34,1991年12月
7915,尾久橋スカイハイツ,2780,東京都足立区小台１,60.48,3DK,7,1983年8月
7916,四谷ガーデニア,2780,東京都新宿区住吉町4-1,30.66,1LDK,3.46,1981年10月
7917,ホームタウン松木,2780,東京都八王子市松木,98.94,4LDK,10.21,1985年7月
7918,阿佐ヶ谷陵雲閣マンション,2780,東京都杉並区成田東５-42-10,46.35,2DK,4.5,1973年3月
7919,パテラ浅草今戸,2780,東京都台東区今戸２,39.78,2DK,6.66,2011年1月
7920,インペリアル東久留米B棟,2780,東京都東久留米市八幡町１,75.88,3LDK,14.15,1989年1月
7921,【空室物件】マーシャンハイツ梅島　新規フルリノベーシ…,2780,東京都足立区梅田８,66,3LK,8.37,1978年6月
7922,ライオンズマンション小石川第3,2780,東京都文京区小石川５-39-2,36.21,1LDK,4,1983年2月
7923,阿佐ヶ谷陵雲閣マンション,2780,東京都杉並区成田東５,46.35,2DK,4.5,1973年8月
7924,パークサイド六本木,2780,東京都港区六本木４,23.76,ワンルーム,2.52,1979年7月
7925,阿佐ヶ谷陵雲閣マンション,2780,東京都杉並区成田東５,46.35,2DK,4.5,1973年3月
7926,ダイヤパレス府中Ⅱ,2780,東京都府中市美好町３,62.65,3LDK,7.2,1995年9月
7927,六義園第２コーポ,2780,東京都文京区本駒込１,42.79,1LDK,-,1972年1月
7928,ライオンズマンション小石川第３,2780,東京都文京区小石川５,36.21,1LDK,4,1983年2月
7929,ソフトタウン立石,2780,東京都葛飾区奥戸２,61.6,3LDK,7.84,1982年12月
7930,モナーク東大島ファーストコート,2780,東京都江東区東砂３,54.12,2LDK,10.64,2008年3月
7931,ライオンズマンション小石川第３,2780,東京都文京区小石川５,36.21,1LDK,4,1983年2月
7932,コスモフォーラム三鷹,2780,東京都三鷹市下連雀３,48,2DK,5.17,1987年5月
7933,ライフネスト楓,2780,東京都府中市南町１,73.73,3LDK,6.34,1991年12月
7934,マーシャンハイツ梅島,2780,東京都足立区梅田８,66,3LDK,8.37,1978年6月
7935,■ライフネスト楓　中古マンション,2780,東京都府中市南町１,73.73,3LDK,6.34,1991年12月
7936,ビュータワーズ向陽台,2780,東京都稲城市向陽台４,90.23,2LDK+S（納戸）,10.93,1990年3月
7937,ポレスター高尾,2780,東京都八王子市東浅川町,75.26,3LDK,12.8,2010年9月
7938,なぎさニュータウン　６号棟,2780,東京都江戸川区南葛西７,70.47,3LDK,9.75,1977年2月
7939,日本橋ダイヤモンドマンション,2780,東京都中央区日本橋本町１-6－3,32.78,ワンルーム,9.95,1979年11月
7940,ライオンズ竹ノ塚ブロッサムシティ,2780,東京都足立区西保木間２,67.62,3LDK,10.62,2016年4月
7941,ニューイースタンハイツ,2780,東京都新宿区新宿７-２６－５９,52.97,1LDK+S（納戸）,4.2,1977年8月
7942,日神パレステージ東久留米,2780,東京都東久留米市本町３,57.45,3DK,6,1995年9月
7943,サンハイツ高橋,2780,東京都江東区高橋,43.66,2LDK,3.4,1980年7月
7944,☆ニューイースタンハイツ☆,2780,東京都新宿区新宿７,52.97,1LDK+S（納戸）,4.2,1977年8月
7945,ミルーナヒルズ喜多見,2780,東京都狛江市岩戸南１,33.43,2K,4.41,2014年11月
7946,ライオンズマンション蒲田,2780,東京都大田区南蒲田１,55.6,2LDK,2.5,1979年6月
7947,インペリアル東久留米Ｂ棟,2780,東京都東久留米市八幡町１,75.88,3LDK,14.15,1989年1月
7948,阿佐ヶ谷陵雲閣マンション,2780,東京都杉並区成田東５,46.35,2DK,4.5,1973年3月
7949,＜ホームタウン松木17号棟＞松木,2780,東京都八王子市松木,98.94,4LDK,10.21,1985年7月
7950,ホームタウン松木１７号棟,2780,東京都八王子市松木,98.94,4LDK,10.21,1985年7月
7951,ニューイースタンハイツ,2780,東京都新宿区新宿７-26-59,52.97,1LDK,4.2,1977年8月
7952,ハイネス大森,2780,東京都大田区大森西４,49.22,3DK,1.99,1984年8月
7953,ルネグランディア,2780,東京都町田市小山ヶ丘４,123.88,4LDK,48.24,2002年1月
7954,ソフトタウン立石,2780,東京都葛飾区奥戸２,61.6,3LDK,7.84,1982年12月
7955,ライフネスト楓,2780,東京都府中市南町１,73.73,3LDK,6.34,1991年12月
7956,東陽町ハイホーム　A棟,2780,東京都江東区東陽４,53.1,1LDK,8.1,1974年2月
7957,パークサイド六本木,2780,東京都港区六本木４,23.76,ワンルーム,2.52,1979年7月
7958,ライフネスト楓,2780,東京都府中市南町１,73.73,3LDK,6.34,1991年12月
7959,ソフトタウン立石,2780,東京都葛飾区奥戸２,61.6,2LDK+S（納戸）,7.84,1982年12月
7960,カルム築地,2780,東京都中央区築地２-6-2,31.94,1LDK,2.98,1981年9月
7961,松見坂武蔵野マンション,2780,東京都目黒区青葉台４-6-17,39.53,2DK,4.88,1968年11月
7962,エクセレントすみだ川,2780,東京都墨田区堤通１,61.39,2LDK,6.75,1995年4月
7963,レフィーズ一橋学園,2780,東京都小平市学園西町２,71.1,3LDK,9.54,2005年3月
7964,向島ハイツ,2780,東京都墨田区向島４,75.21,3LDK,10,1971年9月
7965,南大沢学園　萌樹の丘,2780,東京都八王子市下柚木３-2-2,96.85,4LDK,17.91,1995年3月
7966,グランシティ多摩永山,2780,東京都多摩市貝取,72,3LDK,-,2001年2月
7967,【空室物件】ビューネ北綾瀬,2780,東京都足立区青井４,69.86,3LDK,15.25,1997年3月
7968,ライオンズガーデン北綾瀬第2,2780,東京都足立区辰沼１,70.9,3LDK,27.57,1998年1月
7969,サンビューハイツ駒込,2780,東京都豊島区駒込４,44.15,1LDK,5.04,1981年9月
7970,ホームタウン松木１７号棟,2780,東京都八王子市松木,98.94,4LDK,10.21,1985年7月
7971,ライフネスト楓,2780,東京都府中市南町１,73.73,3LDK,6.34,1991年12月
7972,マンションVIP目黒,2780,東京都目黒区下目黒４,45.66,2LDK,3,1974年4月
7973,マンションVIP目黒（マンションヴィップ目黒）,2780,東京都目黒区下目黒４,45.66,2LDK+S（納戸）,3,1974年4月
7974,大島三丁目団地 1号棟,2780,東京都江東区大島３,54.81,2LDK,8.18,1970年2月
7975,ネクステージ一橋学園,2780,東京都小平市上水本町４,59.85,3LDK,6.6,2003年1月
7976,中銀府中大国マンシオン,2780,東京都府中市住吉町２,95.4,5LDK,6.69,1982年12月
7977,コンフォート・セラフ大島,2780,東京都江東区大島６,40.47,1LDK,7.47,2005年3月
7978,亀戸２丁目団地,2780,東京都江東区亀戸２,54,2LDK,7.5,1969年7月
7979,ライオンズマンション南大塚,2780,東京都豊島区南大塚１,40.77,2DK,5.83,1982年11月
7980,◆コスモ武蔵小金井◆,2780,東京都小金井市貫井南町２,66.31,3LDK,4.92,1986年4月
7981,セザール東久留米駅前,2780,東京都東久留米市新川町１,57.8,2LDK+S（納戸）,9.89,1999年12月
7982,コスモ武蔵小金井,2780,東京都小金井市貫井南町２,66.31,3LDK,4.92,1986年4月
7983,松見坂武蔵野マンション,2780,東京都目黒区青葉台４-6-17,39.53,2DK,4.88,1968年11月
7984,ライオンズ竹ノ塚ブロッサムシティ,2780,東京都足立区西保木間２,67.62,3LDK,10.62,2016年4月
7985,ツインシティ東砂アネックス,2780,東京都江東区東砂８,75.47,2LDK+S（納戸）,9.8,1987年11月
7986,グリーンコーポ町屋,2780,東京都荒川区荒川７,56.7,1LDK,8.1,1979年8月
7987,秀和第３東陽町レジデンス,2780,東京都江東区東陽５-23－6,55.25,3DK,5,1975年6月
7988,月島四丁目住宅,2780,東京都中央区月島４,48.82,2DK,6.75,1971年9月
7989,グランシティ亀有,2780,東京都足立区佐野１-19-3,70.03,3LDK,16.2,2008年2月
7990,グランウインド立石,2780,東京都葛飾区立石５,68.96,3LDK,11.84,2006年7月
7991,ライフネスト楓,2780,東京都府中市南町１,73.73,3LDK,6.34,1991年12月
7992,ニューハイム池上,2780,東京都大田区久が原５-5-15-1,57.62,2LDK,9.12,1974年8月
7993,ニューイースタンハイツ,2780,東京都新宿区新宿７,52.97,1LDK,4.2,1977年8月
7994,＞＞ランドシティ立川多摩川テラス＜＜,2780,東京都立川市富士見町６,80.67,3LDK,11.21,2009年1月
7995,文京目白台ハイツ,2780,東京都文京区目白台２,54.85,2LDK,5.48,1982年8月
7996,町屋ビューハイツ,2780,東京都荒川区東尾久６-17-1,68.74,2LDK,19.32,1982年5月
7997,第一サンライズ,2780,東京都台東区花川戸２,46.12,2DK,5,1975年5月
7998,ポレスター高尾,2780,東京都八王子市東浅川町,75.26,3LDK,12.8,2010年9月
7999,パーク・ノヴァ三鷹,2780,東京都三鷹市下連雀３,40.59,1DK,6.48,1992年5月
8000,インペリアル東久留米Ｂ棟,2780,東京都東久留米市八幡町１,75.88,3LDK,14.15,1989年1月
8001,エントピア第一荻窪,2780,東京都杉並区阿佐谷南３-50-5,44.79,2DK,5.07,1970年11月
8002,メイツ多摩川,2780,東京都大田区南六郷３-17-2,70.08,3LDK,24.73,1979年3月
8003,なぎさニュータウン　６号棟,2780,東京都江戸川区南葛西７,70.47,3LDK,9.75,1977年2月
8004,多摩ニュータウン　ホームタウン鶴牧６　３号棟,2780,東京都多摩市鶴牧６,107.61,4LDK,11.62,1990年3月
8005,ソフトタウン立石,2780,東京都葛飾区奥戸２,61.6,3LDK,7.84,1982年12月
8006,ニューハイム池上,2780,東京都大田区久が原５,57.62,2DK,9.12,1974年8月
8007,リバーサイド・ヒロ,2780,東京都中野区本町３,46.07,1LDK,3,1989年9月
8008,ライオンズモリス府中武蔵野台,2780,東京都府中市武蔵台１,65.6,2LDK+S（納戸）,12.22,2000年3月
8009,グランシティ亀有,2780,東京都足立区佐野１,70.03,3LDK,16.2,2008年2月
8010,日神デュオステージ三ノ輪,2780,東京都台東区千束４,40.95,1LDK,5.32,2008年11月
8011,南大沢パークヒルズ参番館,2780,東京都八王子市別所１,93.75,4LDK,19.15,1999年12月
8012,松山ハイツ,2780,東京都港区元麻布３-10-21,32.58,ワンルーム,2,1978年6月
8013,ライフネスト楓,2780,東京都府中市南町１,73.73,3LDK,6.34,1991年12月
8014,コープ野村深沢,2780,東京都世田谷区深沢８,49.88,3DK,2.7,1980年12月
8015,メイツ立石サウスコート,2780,東京都葛飾区東立石４-15-2,66.67,2LDK+S（納戸）,10.03,1999年6月
8016,ニューイースタンハイツ,2780,東京都新宿区新宿７,52.97,1LDK+S（納戸）,4.2,1977年8月
8017,ドラゴンマンション光が丘公園壱番館,2780,東京都練馬区旭町１,62.52,3LDK,5.29,1998年9月
8018,マンションヴィップ四谷,2780,東京都新宿区片町6-10,34.53,1LDK,4.11,1976年11月
8019,ヴァンヴェール世田谷,2780,東京都世田谷区太子堂２-1-1,37.55,2DK,3.5,1978年9月
8020,藤和西大島コープ,2780,東京都江東区大島４,57.52,3DK,3.06,1982年11月
8021,ライオンズモリス京王永山,2780,東京都多摩市永山２-１６－２３,78.23,3LDK,11.72,2000年3月
8022,ＧＳハイム西荻窪,2780,東京都杉並区西荻南３,47.58,2LDK,31.15,1980年5月
8023,阿佐ヶ谷陵雲閣マンション,2780,東京都杉並区成田東５,46.35,2DK,4.5,1973年3月
8024,ポレスター高尾,2780,東京都八王子市東浅川町,75.26,3LDK,12.8,2010年9月
8025,パイロットハウス東陽町,2780,東京都江東区東陽２,55.9,2DK+S（納戸）,7.16,1978年10月
8026,リレント早稲田,2780,東京都豊島区高田１,42.84,2LDK,4.08,1977年4月
8027,ポレスター高尾,2780,東京都八王子市東浅川町,75.26,3LDK,12.8,2010年9月
8028,ダイアパレス東砂,2780,東京都江東区東砂１,59.97,3DK,6.3,1979年6月
8029,コスモフォーラム三鷹,2780,東京都三鷹市下連雀３,48,2DK,5.17,1987年5月
8030,グローリオ千住新橋,2780,東京都足立区梅田１,67.1,2LDK,9.17,2003年1月
8031,マンションVIP目黒,2780,東京都目黒区下目黒４,45.66,2LDK,3,1974年4月
8032,コンテ西葛西,2780,東京都江戸川区西葛西３,69.17,3LDK,11.01,1980年8月
8033,ダイアパレス立石,2780,東京都葛飾区東四つ木２,59.16,3LDK,8.38,1988年2月
8034,若葉の杜コスモガーデンズ,2780,東京都立川市若葉町１,76.38,3LDK,12.4,2003年3月
8035,【新規フルリフォーム】大捷アメニティハイム,2780,東京都江戸川区西小岩３,51.26,2LDK,5.01,1994年10月
8036,ライフネスト楓,2780,東京都府中市南町１,73.73,3LDK,6.34,1991年12月
8037,阿佐ヶ谷凌雲閣マンション,2780,東京都杉並区成田東５,46.35,2DK,4.5,1973年3月
8038,◆パルミナード多摩川◆専用庭付◆2ＬＤＫ+S◆,2780,東京都大田区西六郷２,55.6,2LDK+S（納戸）,5.76,1994年8月
8039,クレストフォルム金町ビューフォート,2780,東京都葛飾区金町４,55.84,2LDK,5.4,2006年8月
8040,ライオンズマンション小石川第３,2780,東京都文京区小石川５,36.21,1LDK,4,1983年2月
8041,アーベントハイム昭島,2780,東京都昭島市昭和町２,70.06,3LDK,9.69,2001年10月
8042,インペリアル東久留米B棟,2780,東京都東久留米市八幡町１,75.88,3LDK,14.15,1989年1月
8043,ダイアパレス立石,2780,東京都葛飾区東四つ木２,59.16,3LDK,8.38,1988年2月
8044,グリーンビレッジ小岩,2780,東京都江戸川区北小岩２,70.4,3LDK,8.6,1989年3月
8045,ＧＳハイム西荻窪,2780,東京都杉並区西荻南３,47.58,2LDK,31.15,1980年5月
8046,マンションVIP目黒,2780,東京都目黒区下目黒４-1-16,45.66,2LDK+S（納戸）,3,1974年4月
8047,尾久橋スカイハイツ,2780,東京都足立区小台１,60.48,3LDK,7,1983年8月
8048,ランドステージ篠崎(中古マンション),2780,東京都江戸川区篠崎町２,52.02,2LDK,11.17,2007年11月
8049,ダイアパレス立石,2780,東京都葛飾区東四つ木２,59.16,3LDK,8.38,1988年2月
8050,ＧＳハイム西荻窪,2780,東京都杉並区西荻南３,47.58,2LDK,31.15,1980年5月
8051,目白武蔵野マンション,2780,東京都豊島区目白３,46.7,ワンルーム,-,1967年4月
8052,ＧＳハイム西荻窪,2780,東京都杉並区西荻南３-15-9,47.58,2LDK,31.15,1980年5月
8053,サニークレスト調布,2780,東京都調布市染地２,76.86,3LDK,8.54,1991年2月
8054,日神パレス北千住,2780,東京都足立区千住５-13-1,62.59,2LDK,-,1989年2月
8055,なぎさニュータウン 6号棟,2780,東京都江戸川区南葛西７,70.47,3LDK,9.75,1977年2月
8056,ホームタウン鶴牧６,2780,東京都多摩市鶴牧６,107.61,4LDK,24.31,1990年3月
8057,ザ・プレイス八王子,2780,東京都八王子市八日町,71.3,3LDK,12.42,2010年3月
8058,ポレスター高尾,2780,東京都八王子市東浅川町,74.96,3LDK,12.8,2010年9月
8059,ダイアパレス立石,2780,東京都葛飾区東四つ木２,59.16,3LDK,8.38,1988年2月
